"periode_data","bulan","lokasi_omzet_penjualan","jenis_komoditi","volume","satuan","omzet"
"202106","06","Pasar Bunga Rawabelong","Ivy Variegata","403","Ikat","8060000"
"202106","06","Pasar Bunga Rawabelong","Papirus","0","Ikat","0"
"202106","06","Pasar Bunga Rawabelong","Pakis","1137","Ikat","17055000"
"202106","06","Pasar Bunga Rawabelong","Song of Jamaika","1210","Ikat","12100000"
"202106","06","Pasar Bunga Rawabelong","Three Colour","0","Ikat","0"
"202106","06","Pasar Bunga Rawabelong","Asparagus Bintang","97","Ikat","1940000"
"202106","06","Pasar Bunga Rawabelong","Morea","32","Ikat","160000"
"202106","06","Pasar Bunga Rawabelong","Philo Marbel","366","Ikat","5490000"
"202106","06","Pasar Bunga Rawabelong","Sil Pedas","0","Gabung","0"
"202106","06","Pasar Bunga Rawabelong","Pecah Piring","1641","Gabung","16410000"
"202106","06","Pasar Bunga Rawabelong","Puring Bor","3","Gabung","30000"
"202106","06","Pasar Bunga Rawabelong","Suci Putih","413","Gabung","8260000"
"202106","06","Pasar Bunga Rawabelong","Suci Hijau","505","Gabung","7575000"
"202106","06","Pasar Bunga Rawabelong","Suci Merah","407","Gabung","8140000"
"202106","06","Pasar Bunga Rawabelong","Redondong","66","Gabung","990000"
"202106","06","Pasar Bunga Rawabelong","Kemuning","4714","Gabung","47140000"
"202106","06","Pasar Bunga Rawabelong","Culam","4693","Gabung","46930000"
"202106","06","Pasar Bunga Rawabelong","Daun Antrium","685","Koli","6850000"
"202106","06","Pasar Bunga Rawabelong","Kandaka","1126","Ikat","16890000"
"202106","06","Pasar Bunga Rawabelong","Buntut Bajing","16","Ikat","160000"
"202106","06","Pasar Bunga Rawabelong","Sri Gading","836","Ikat","8250000"
"202106","06","Pasar Bunga Rawabelong","Sarana Penunjang","3244","buah","147275000"
"202106","06","TC Klender","Ros Semy Holand Cipanas","0","Ikat","0"
"202106","06","TC Klender","Ros Malang","0","Ikat","0"
"202106","06","TC Klender","Hebras/Gerbera","103","Ikat","4890000"
"202106","06","TC Klender","Pikok","93","Ikat","9430000"
"202106","06","TC Klender","Aster (Cipanas)","148","Ikat","17880000"
"202106","06","TC Klender","Krisan (Cipanas)","0","Ikat","0"
"202106","06","TC Klender","Aster (PT)","0","Ikat","0"
"202106","06","TC Klender","Krisan Std (PT)","0","Ikat","0"
"202106","06","TC Klender","Casablanca","0","Ikat","0"
"202106","06","TC Klender","Carnation","0","Ikat","0"
"202106","06","TC Klender","Bebybret","0","Tangkai","0"
"202106","06","TC Klender","Pilo Dendro","105","Ikat","4852000"
"202106","06","TC Klender","Andong","134","Ikat","2090000"
"202106","06","TC Klender","Ruskus","0","Ikat","0"
"202106","06","TC Klender","Pakis","0","Ikat","0"
"202106","06","TC Klender","Song Of Jamaika","0","Ikat","0"
"202106","06","TC Klender","Suji Putih","0","Ikat","0"
"202106","06","TC Klender","Suji Merah","0","Ikat","0"
"202106","06","TC Klender","Kadaka","0","Ikat","0"
"202106","06","TC Klender","Stok","16","Ikat","360000"
"202106","06","TC Klender","Janur","59","Batang","6000000"
"202106","06","TC Klender","Pakis","0","Ikat","0"
"202106","06","TC Klender","Rotensia","71","Ikat","1775000"
"202106","06","TC Klender","Sedap Malam","0","Gabung","0"
"202106","06","TC Klender","Andong Plat","82","Ikat","990000"
"202106","06","TC Klender","Palem","53","Ikat","570000"
"202106","06","TC Klender","Sri Gading","6","Ikat","85000"
"202106","06","TC Klender","Songop","1","Ikat","10000"
"202106","06","TC Klender","Sarana Penunjang","303","buah","11300000"
"202106","06","Taman Anggrek Ragunan","Phalaenopsis","10194","Pot","1274250000"
"202106","06","Taman Anggrek Ragunan","dendrobium","2786","Pot","167160000"
"202106","06","Taman Anggrek Ragunan","Cahteleya","158","Pot","19750000"
"202106","06","Taman Anggrek Ragunan","Vanda","230","Pot","69000000"
"202106","06","Taman Anggrek Ragunan","oncidium","73","Pot","18250000"
"202106","06","Taman Anggrek Ragunan","Tanaman Hias Lainnya","1331","Pot",""
"202106","06","Penangkar Bibit Ragunan","Pohon sukun","3","Pohon","750000"
"202106","06","Penangkar Bibit Ragunan","Nangka Cempeda","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Nangka Mini","8","Pohon","1200000"
"202106","06","Penangkar Bibit Ragunan","Apel Miki","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Menteng","3","Pohon","450000"
"202106","06","Penangkar Bibit Ragunan","Cermai","5","Pohon","375000"
"202106","06","Penangkar Bibit Ragunan","Buni","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Durian Montong","35","Pohon","8750000"
"202106","06","Penangkar Bibit Ragunan","Durian Cane","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Durian Sitokong","42","Pohon","14700000"
"202106","06","Penangkar Bibit Ragunan","Jeruk Kip","18","Pohon","4500000"
"202106","06","Penangkar Bibit Ragunan","Jeruk Nipis","14","Pohon","3500000"
"202106","06","Penangkar Bibit Ragunan","Jeruk purut","23","Pohon","3450000"
"202106","06","Penangkar Bibit Ragunan","Jeruk limo","13","Pohon","1950000"
"202106","06","Penangkar Bibit Ragunan","Jeruk limonti","16","Pohon","2400000"
"202106","06","Penangkar Bibit Ragunan","Jeruk Bali","18","Pohon","3600000"
"202106","06","Penangkar Bibit Ragunan","Jeruk sankis","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Jeruk Nagami","44","Pohon","11000000"
"202106","06","Penangkar Bibit Ragunan","Mangga Manalagi","22","Pohon","5500000"
"202106","06","Penangkar Bibit Ragunan","Mangga gedong gincu","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Mangga harum","44","Pohon","11000000"
"202106","06","Penangkar Bibit Ragunan","Mangga indra mayu","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Mangga ciojao","7","Pohon","5250000"
"202106","06","Penangkar Bibit Ragunan","Mangga okiong","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Mangga Cokanan","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Mangga Erwin","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Belimbing Dewi","5","Pohon","750000"
"202106","06","Penangkar Bibit Ragunan","belimbing dewa","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","belimbing wuluh","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","belimbing diamond","8","Pohon","2000000"
"202106","06","Penangkar Bibit Ragunan","klengkeng pingpong","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","klengkeng one ray","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","klengkeng /durian","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Rambutan ropiah","11","Pohon","3850000"
"202106","06","Penangkar Bibit Ragunan","rambutan Binjai","6","Pohon","2100000"
"202106","06","Penangkar Bibit Ragunan","Rambutan aceh lebak","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","rambutan Garuda","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Rambutan parakan","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","jambu biji","52","Pohon","13000000"
"202106","06","Penangkar Bibit Ragunan","jambu jincalo hijau","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","jambu cincalo merah","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","jambu airlilin","27","Pohon","9450000"
"202106","06","Penangkar Bibit Ragunan","jambu air mawar","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","jambu air king rose","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","jambu citra","26","Pohon","6500000"
"202106","06","Penangkar Bibit Ragunan","jambu air apel","11","Pohon","1650000"
"202106","06","Penangkar Bibit Ragunan","sawo betawi","5","Pohon","750000"
"202106","06","Penangkar Bibit Ragunan","sawo Manila","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","sawo apel","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","sawo kecik","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Jamblang ungu","2","Pohon","500000"
"202106","06","Penangkar Bibit Ragunan","jamblang Putih","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","manggis","2","Pohon","1400000"
"202106","06","Penangkar Bibit Ragunan","Matoa","3","Pohon","210000"
"202106","06","Penangkar Bibit Ragunan","sirsak","13","Pohon","1950000"
"202106","06","Penangkar Bibit Ragunan","Srikaya","13","Pohon","975000"
"202106","06","Penangkar Bibit Ragunan","Duku","3","Pohon","450000"
"202106","06","Penangkar Bibit Ragunan","Markisa","8","Pohon","1200000"
"202106","06","Penangkar Bibit Ragunan","Anggur","29","Pohon","7250000"
"202106","06","Penangkar Bibit Ragunan","Jati unggul","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Jati mas","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Jati putih/ jabon","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","gandaria","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Lobi - lobi","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Rukem","10","Pohon","1500000"
"202106","06","Penangkar Bibit Ragunan","Bisbol","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Leci","2","Pohon","120000"
"202106","06","Penangkar Bibit Ragunan","Kedongdong","3","Pohon","375000"
"202106","06","Penangkar Bibit Ragunan","pala","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","beach ceryy","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Alpukat","30","Pohon","7500000"
"202106","06","Penangkar Bibit Ragunan","Asem Mansis","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Asem","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Nam _ nam","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Miracley Fruit","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","kelapa hijau","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","kelapa hibrida","0","Pohon","0"
"202106","06","Penangkar Bibit Ragunan","Sengon","0","Pohon","0"
